familie,instanz,verfahren,seed,n_in,m_in,delta_in,n,m,delta_eff,augmentiert,bump,sonderfall_vn,k,k_papier,steigungen,steigungen_schranke,steigungen_strikt,breite,breite_schranke,hoehe,hoehe_schranke,teile,verifiziert,zeit_ms,strategie
kwahl,rad m=12,thm1,-1,13,24,12,13,24,12,0,0,0,8111,8112,13,28,28,198,24336,81132,474552,12,1,1.570,modellprobe
kwahl,rad m=12,thm1,-1,13,24,12,13,24,12,0,0,0,18,8112,13,28,28,198,24336,202,474552,12,1,1.558,quadratisch
kwahl,doppelrad m=12,thm1,-1,14,36,12,14,36,12,0,0,0,9408,9408,21,28,28,153,28224,103505,592704,13,1,2.044,papier
kwahl,doppelrad m=12,thm1,-1,14,36,12,14,36,12,0,0,0,10,9408,21,28,28,153,28224,127,592704,13,1,1.912,minimal
kwahl,doppelrad m=12,thm1,-1,14,36,12,14,36,12,0,0,0,9407,9408,21,28,28,153,28224,103494,592704,13,1,1.879,modellprobe
kwahl,doppelrad m=12,thm1,-1,14,36,12,14,36,12,0,0,0,12,9408,21,28,28,153,28224,149,592704,13,1,1.902,quadratisch
kwahl,rad m=16,thm1,-1,17,32,16,17,32,16,0,0,0,18496,18496,17,40,40,390,55488,258974,1414944,16,1,3.141,papier
kwahl,rad m=16,thm1,-1,17,32,16,17,32,16,0,0,0,14,18496,17,40,40,390,55488,226,1414944,16,1,3.275,minimal
kwahl,rad m=16,thm1,-1,17,32,16,17,32,16,0,0,0,18495,18496,17,40,40,390,55488,258960,1414944,16,1,3.115,modellprobe
kwahl,rad m=16,thm1,-1,17,32,16,17,32,16,0,0,0,26,18496,17,40,40,390,55488,394,1414944,16,1,3.105,quadratisch
kwahl,doppelrad m=16,thm1,-1,18,48,16,18,48,16,0,0,0,20736,20736,29,40,40,299,62208,311063,1679616,17,1,3.622,papier
kwahl,doppelrad m=16,thm1,-1,18,48,16,18,48,16,0,0,0,14,20736,29,40,40,299,62208,233,1679616,17,1,3.814,minimal
kwahl,doppelrad m=16,thm1,-1,18,48,16,18,48,16,0,0,0,20735,20736,29,40,40,299,62208,311048,1679616,17,1,3.596,modellprobe
kwahl,doppelrad m=16,thm1,-1,18,48,16,18,48,16,0,0,0,18,20736,29,40,40,299,62208,293,1679616,17,1,3.569,quadratisch
kwahl,rad m=20,thm1,-1,21,40,20,21,40,20,0,0,0,35280,35280,21,52,52,646,105840,635078,3333960,20,1,5.676,papier
kwahl,rad m=20,thm1,-1,21,40,20,21,40,20,0,0,0,18,35280,21,52,52,646,105840,362,3333960,20,1,5.504,minimal
kwahl,rad m=20,thm1,-1,21,40,20,21,40,20,0,0,0,35279,35280,21,52,52,646,105840,635060,3333960,20,1,5.778,modellprobe
kwahl,rad m=20,thm1,-1,21,40,20,21,40,20,0,0,0,34,35280,21,52,52,646,105840,650,3333960,20,1,5.489,quadratisch
kwahl,doppelrad m=20,thm1,-1,22,60,20,22,60,20,0,0,0,38720,38720,37,52,52,493,116160,735709,3833280,21,1,6.147,papier
kwahl,doppelrad m=20,thm1,-1,22,60,20,22,60,20,0,0,0,18,38720,37,52,52,493,116160,371,3833280,21,1,6.099,minimal
kwahl,doppelrad m=20,thm1,-1,22,60,20,22,60,20,0,0,0,38719,38720,37,52,52,493,116160,735690,3833280,21,1,6.099,modellprobe
kwahl,doppelrad m=20,thm1,-1,22,60,20,22,60,20,0,0,0,24,38720,37,52,52,493,116160,485,3833280,21,1,6.075,quadratisch
kwahl,rad m=24,thm1,-1,25,48,24,25,48,24,0,0,0,60000,60000,25,64,64,966,180000,1320046,6750000,24,1,8.925,papier
kwahl,rad m=24,thm1,-1,25,48,24,25,48,24,0,0,0,22,60000,25,64,64,966,180000,530,6750000,24,1,8.752,minimal
kwahl,rad m=24,thm1,-1,25,48,24,25,48,24,0,0,0,59999,60000,25,64,64,966,180000,1320024,6750000,24,1,8.901,modellprobe
kwahl,rad m=24,thm1,-1,25,48,24,25,48,24,0,0,0,42,60000,25,64,64,966,180000,970,6750000,24,1,8.966,quadratisch
kwahl,doppelrad m=24,thm1,-1,26,72,24,26,72,24,0,0,0,64896,64896,45,64,64,735,194688,1492643,7592832,25,1,9.753,papier
kwahl,doppelrad m=24,thm1,-1,26,72,24,26,72,24,0,0,0,22,64896,45,64,64,735,194688,541,7592832,25,1,9.526,minimal
kwahl,doppelrad m=24,thm1,-1,26,72,24,26,72,24,0,0,0,64895,64896,45,64,64,735,194688,1492620,7592832,25,1,9.696,modellprobe
kwahl,doppelrad m=24,thm1,-1,26,72,24,26,72,24,0,0,0,30,64896,45,64,64,735,194688,725,7592832,25,1,9.776,quadratisch
kwahl,rad m=28,thm1,-1,29,56,28,29,56,28,0,0,0,94192,94192,29,76,76,1350,282576,2449046,12292056,28,1,13.440,papier
kwahl,rad m=28,thm1,-1,29,56,28,29,56,28,0,0,0,26,94192,29,76,76,1350,282576,730,12292056,28,1,13.349,minimal
kwahl,rad m=28,thm1,-1,29,56,28,29,56,28,0,0,0,94191,94192,29,76,76,1350,282576,2449020,12292056,28,1,13.310,modellprobe
kwahl,rad m=28,thm1,-1,29,56,28,29,56,28,0,0,0,50,94192,29,76,76,1350,282576,1354,12292056,28,1,13.310,quadratisch
kwahl,doppelrad m=28,thm1,-1,30,84,28,30,84,28,0,0,0,100800,100800,53,76,76,1025,302400,2721641,13608000,29,1,14.325,papier
kwahl,doppelrad m=28,thm1,-1,30,84,28,30,84,28,0,0,0,26,100800,53,76,76,1025,302400,743,13608000,29,1,14.349,minimal
kwahl,doppelrad m=28,thm1,-1,30,84,28,30,84,28,0,0,0,100799,100800,53,76,76,1025,302400,2721614,13608000,29,1,14.286,modellprobe
kwahl,doppelrad m=28,thm1,-1,30,84,28,30,84,28,0,0,0,36,100800,53,76,76,1025,302400,1013,13608000,29,1,14.520,quadratisch
kwahl,rad m=32,thm1,-1,33,64,32,33,64,32,0,0,0,139392,139392,33,88,88,1798,418176,4181822,20699712,32,1,18.970,papier
kwahl,rad m=32,thm1,-1,33,64,32,33,64,32,0,0,0,30,139392,33,88,88,1798,418176,962,20699712,32,1,19.202,minimal
kwahl,rad m=32,thm1,-1,33,64,32,33,64,32,0,0,0,139391,139392,33,88,88,1798,418176,4181792,20699712,32,1,18.997,modellprobe
kwahl,rad m=32,thm1,-1,33,64,32,33,64,32,0,0,0,58,139392,33,88,88,1798,418176,1802,20699712,32,1,19.071,quadratisch
kwahl,doppelrad m=32,thm1,-1,34,96,32,34,96,32,0,0,0,147968,147968,61,88,88,1363,443904,4587055,22639104,33,1,20.252,papier
kwahl,doppelrad m=32,thm1,-1,34,96,32,34,96,32,0,0,0,30,147968,61,88,88,1363,443904,977,22639104,33,1,20.506,minimal
kwahl,doppelrad m=32,thm1,-1,34,96,32,34,96,32,0,0,0,147967,147968,61,88,88,1363,443904,4587024,22639104,33,1,20.228,modellprobe
kwahl,doppelrad m=32,thm1,-1,34,96,32,34,96,32,0,0,0,42,147968,61,88,88,1363,443904,1349,22639104,33,1,20.379,quadratisch
kwahl,triangulierung n=8 s=7800,thm1,-1,8,18,7,8,18,7,0,0,0,1792,1792,10,13,13,32,5376,8968,64512,7,1,0.495,papier
kwahl,triangulierung n=8 s=7800,thm1,-1,8,18,7,8,18,7,0,0,0,5,1792,10,13,13,32,5376,33,64512,7,1,0.470,minimal
kwahl,triangulierung n=8 s=7800,thm1,-1,8,18,7,8,18,7,0,0,0,1791,1792,10,13,13,32,5376,8963,64512,7,1,0.464,modellprobe
kwahl,triangulierung n=8 s=7800,thm1,-1,8,18,7,8,18,7,0,0,0,5,1792,10,13,13,32,5376,33,64512,7,1,0.460,quadratisch
kwahl,random n=8 m=16 s=7800,thm1,-1,8,16,5,8,17,6,1,0,0,1536,1536,9,10,24,27,4608,7689,55296,7,1,0.516,papier
kwahl,random n=8 m=16 s=7800,thm1,-1,8,16,5,8,17,6,1,0,0,4,1536,9,10,24,27,4608,29,55296,7,1,0.510,minimal
kwahl,random n=8 m=16 s=7800,thm1,-1,8,16,5,8,17,6,1,0,0,1535,1536,9,10,24,27,4608,7684,55296,7,1,0.514,modellprobe
kwahl,random n=8 m=16 s=7800,thm1,-1,8,16,5,8,17,6,1,0,0,4,1536,9,10,24,27,4608,29,55296,7,1,0.511,quadratisch
kwahl,triangulierung n=8 s=7801,thm1,-1,8,18,7,8,18,7,0,0,0,1792,1792,11,13,13,28,5376,8967,64512,7,1,0.477,papier
kwahl,triangulierung n=8 s=7801,thm1,-1,8,18,7,8,18,7,0,0,0,5,1792,11,13,13,28,5376,32,64512,7,1,0.469,minimal
kwahl,triangulierung n=8 s=7801,thm1,-1,8,18,7,8,18,7,0,0,0,1791,1792,11,13,13,28,5376,8962,64512,7,1,0.466,modellprobe
kwahl,triangulierung n=8 s=7801,thm1,-1,8,18,7,8,18,7,0,0,0,5,1792,11,13,13,28,5376,32,64512,7,1,0.464,quadratisch
kwahl,random n=8 m=16 s=7801,thm1,-1,8,16,6,8,18,7,1,0,0,1792,1792,10,13,28,28,5376,8967,64512,7,1,0.757,papier
kwahl,random n=8 m=16 s=7801,thm1,-1,8,16,6,8,18,7,1,0,0,5,1792,10,13,28,28,5376,32,64512,7,1,0.550,minimal
kwahl,random n=8 m=16 s=7801,thm1,-1,8,16,6,8,18,7,1,0,0,1791,1792,10,13,28,28,5376,8962,64512,7,1,0.529,modellprobe
kwahl,random n=8 m=16 s=7801,thm1,-1,8,16,6,8,18,7,1,0,0,5,1792,10,13,28,28,5376,32,64512,7,1,0.525,quadratisch
kwahl,triangulierung n=8 s=7802,thm1,-1,8,18,6,8,18,6,0,0,0,1536,1536,10,10,10,30,4608,7690,55296,7,1,0.491,papier
kwahl,triangulierung n=8 s=7802,thm1,-1,8,18,6,8,18,6,0,0,0,4,1536,10,10,10,36,4608,36,55296,7,1,0.482,minimal
kwahl,triangulierung n=8 s=7802,thm1,-1,8,18,6,8,18,6,0,0,0,1535,1536,10,10,10,30,4608,7685,55296,7,1,0.478,modellprobe
kwahl,triangulierung n=8 s=7802,thm1,-1,8,18,6,8,18,6,0,0,0,4,1536,10,10,10,36,4608,36,55296,7,1,0.476,quadratisch
kwahl,random n=8 m=16 s=7802,thm1,-1,8,16,6,8,16,6,0,0,0,1536,1536,9,10,10,36,4608,7692,55296,7,1,0.476,papier
kwahl,random n=8 m=16 s=7802,thm1,-1,8,16,6,8,16,6,0,0,0,4,1536,9,10,10,36,4608,32,55296,7,1,0.465,minimal
kwahl,random n=8 m=16 s=7802,thm1,-1,8,16,6,8,16,6,0,0,0,1535,1536,9,10,10,36,4608,7687,55296,7,1,0.462,modellprobe
kwahl,random n=8 m=16 s=7802,thm1,-1,8,16,6,8,16,6,0,0,0,5,1536,9,10,10,36,4608,37,55296,7,1,0.459,quadratisch
kwahl,triangulierung n=8 s=7803,thm1,-1,8,18,7,8,18,7,0,0,0,1792,1792,10,13,13,32,5376,8968,64512,7,1,0.473,papier
kwahl,triangulierung n=8 s=7803,thm1,-1,8,18,7,8,18,7,0,0,0,5,1792,10,13,13,32,5376,33,64512,7,1,0.462,minimal
kwahl,triangulierung n=8 s=7803,thm1,-1,8,18,7,8,18,7,0,0,0,1791,1792,10,13,13,32,5376,8963,64512,7,1,0.461,modellprobe
kwahl,triangulierung n=8 s=7803,thm1,-1,8,18,7,8,18,7,0,0,0,5,1792,10,13,13,32,5376,33,64512,7,1,0.458,quadratisch
kwahl,random n=8 m=16 s=7803,thm1,-1,8,16,6,8,17,6,1,0,0,1536,1536,9,10,28,24,4608,7688,55296,7,1,0.493,papier
kwahl,random n=8 m=16 s=7803,thm1,-1,8,16,6,8,17,6,1,0,0,4,1536,9,10,28,24,4608,28,55296,7,1,0.487,minimal
kwahl,random n=8 m=16 s=7803,thm1,-1,8,16,6,8,17,6,1,0,0,1535,1536,9,10,28,24,4608,7683,55296,7,1,0.480,modellprobe
kwahl,random n=8 m=16 s=7803,thm1,-1,8,16,6,8,17,6,1,0,0,4,1536,9,10,28,24,4608,28,55296,7,1,0.480,quadratisch
kwahl,triangulierung n=8 s=7804,thm1,-1,8,18,7,8,18,7,0,0,0,1792,1792,11,13,13,36,5376,8969,64512,7,1,0.488,papier
kwahl,triangulierung n=8 s=7804,thm1,-1,8,18,7,8,18,7,0,0,0,5,1792,11,13,13,36,5376,34,64512,7,1,0.484,minimal
kwahl,triangulierung n=8 s=7804,thm1,-1,8,18,7,8,18,7,0,0,0,1791,1792,11,13,13,36,5376,8964,64512,7,1,0.475,modellprobe
kwahl,triangulierung n=8 s=7804,thm1,-1,8,18,7,8,18,7,0,0,0,5,1792,11,13,13,36,5376,34,64512,7,1,0.661,quadratisch
kwahl,random n=8 m=16 s=7804,thm1,-1,8,16,6,8,18,7,1,0,0,1792,1792,9,13,28,28,5376,8967,64512,7,1,0.553,papier
kwahl,random n=8 m=16 s=7804,thm1,-1,8,16,6,8,18,7,1,0,0,5,1792,9,13,28,28,5376,32,64512,7,1,0.532,minimal
kwahl,random n=8 m=16 s=7804,thm1,-1,8,16,6,8,18,7,1,0,0,1791,1792,9,13,28,28,5376,8962,64512,7,1,0.522,modellprobe
kwahl,random n=8 m=16 s=7804,thm1,-1,8,16,6,8,18,7,1,0,0,5,1792,9,13,28,28,5376,32,64512,7,1,0.519,quadratisch
kwahl,triangulierung n=16 s=8600,thm1,-1,16,42,10,16,42,10,0,0,0,10240,10240,20,22,22,294,30720,133162,737280,15,1,3.033,papier
kwahl,triangulierung n=16 s=8600,thm1,-1,16,42,10,16,42,10,0,0,0,8,10240,20,22,22,343,30720,233,737280,15,1,3.033,minimal
kwahl,triangulierung n=16 s=8600,thm1,-1,16,42,10,16,42,10,0,0,0,10239,10240,20,22,22,294,30720,133149,737280,15,1,3.016,modellprobe
kwahl,triangulierung n=16 s=8600,thm1,-1,16,42,10,16,42,10,0,0,0,16,10240,20,22,22,315,30720,333,737280,15,1,3.193,quadratisch
kwahl,random n=16 m=32 s=8600,thm1,-1,16,32,7,16,35,7,1,0,0,7168,7168,10,13,33,108,21504,86043,516096,14,1,2.800,papier
kwahl,random n=16 m=32 s=8600,thm1,-1,16,32,7,16,35,7,1,0,0,5,7168,10,13,33,108,21504,87,516096,14,1,2.768,minimal
kwahl,random n=16 m=32 s=8600,thm1,-1,16,32,7,16,35,7,1,0,0,7167,7168,10,13,33,108,21504,86031,516096,14,1,2.772,modellprobe
kwahl,random n=16 m=32 s=8600,thm1,-1,16,32,7,16,35,7,1,0,0,7,7168,10,13,33,108,21504,111,516096,14,1,2.984,quadratisch
kwahl,triangulierung n=16 s=8601,thm1,-1,16,42,13,16,42,13,0,0,0,13312,13312,22,31,31,640,39936,173120,958464,15,1,3.097,papier
kwahl,triangulierung n=16 s=8601,thm1,-1,16,42,13,16,42,13,0,0,0,11,13312,22,31,31,810,39936,367,958464,15,1,3.090,minimal
kwahl,triangulierung n=16 s=8601,thm1,-1,16,42,13,16,42,13,0,0,0,13311,13312,22,31,31,640,39936,173107,958464,15,1,3.105,modellprobe
kwahl,triangulierung n=16 s=8601,thm1,-1,16,42,13,16,42,13,0,0,0,45,13312,22,31,31,680,39936,788,958464,15,1,3.293,quadratisch
kwahl,random n=16 m=32 s=8601,thm1,-1,16,32,11,16,38,12,1,0,0,12288,12288,17,28,51,171,36864,147475,884736,14,1,2.977,papier
kwahl,random n=16 m=32 s=8601,thm1,-1,16,32,11,16,38,12,1,0,0,10,12288,17,28,51,171,36864,139,884736,14,1,2.903,minimal
kwahl,random n=16 m=32 s=8601,thm1,-1,16,32,11,16,38,12,1,0,0,12287,12288,17,28,51,171,36864,147463,884736,14,1,2.931,modellprobe
kwahl,random n=16 m=32 s=8601,thm1,-1,16,32,11,16,38,12,1,0,0,13,12288,17,28,51,171,36864,175,884736,14,1,3.139,quadratisch
kwahl,triangulierung n=16 s=8602,thm1,-1,16,42,12,16,42,12,0,0,0,12288,12288,18,28,28,297,36864,159777,884736,15,1,2.958,papier
kwahl,triangulierung n=16 s=8602,thm1,-1,16,42,12,16,42,12,0,0,0,10,12288,18,28,28,324,36864,186,884736,15,1,2.947,minimal
kwahl,triangulierung n=16 s=8602,thm1,-1,16,42,12,16,42,12,0,0,0,12287,12288,18,28,28,297,36864,159764,884736,15,1,2.969,modellprobe
kwahl,triangulierung n=16 s=8602,thm1,-1,16,42,12,16,42,12,0,0,0,21,12288,18,28,28,315,36864,329,884736,15,1,3.123,quadratisch
kwahl,random n=16 m=32 s=8602,thm1,-1,16,32,8,16,34,8,1,0,0,8192,8192,12,16,37,145,24576,90141,589824,13,1,2.679,papier
kwahl,random n=16 m=32 s=8602,thm1,-1,16,32,8,16,34,8,1,0,0,6,8192,12,16,37,155,24576,103,589824,13,1,2.660,minimal
kwahl,random n=16 m=32 s=8602,thm1,-1,16,32,8,16,34,8,1,0,0,8191,8192,12,16,37,145,24576,90130,589824,13,1,2.685,modellprobe
kwahl,random n=16 m=32 s=8602,thm1,-1,16,32,8,16,34,8,1,0,0,11,8192,12,16,37,145,24576,150,589824,13,1,2.838,quadratisch
kwahl,triangulierung n=16 s=8603,thm1,-1,16,42,11,16,42,11,0,0,0,11264,11264,21,25,25,272,33792,146466,811008,15,1,2.914,papier
kwahl,triangulierung n=16 s=8603,thm1,-1,16,42,11,16,42,11,0,0,0,9,11264,21,25,25,320,33792,193,811008,15,1,2.909,minimal
kwahl,triangulierung n=16 s=8603,thm1,-1,16,42,11,16,42,11,0,0,0,11263,11264,21,25,25,272,33792,146453,811008,15,1,2.921,modellprobe
kwahl,triangulierung n=16 s=8603,thm1,-1,16,42,11,16,42,11,0,0,0,19,11264,21,25,25,272,33792,281,811008,15,1,2.940,quadratisch
kwahl,random n=16 m=32 s=8603,thm1,-1,16,32,8,16,38,10,1,0,0,10240,10240,17,22,37,343,30720,112689,737280,13,1,2.917,papier
kwahl,random n=16 m=32 s=8603,thm1,-1,16,32,8,16,38,10,1,0,0,8,10240,17,22,37,455,30720,209,737280,13,1,2.911,minimal
kwahl,random n=16 m=32 s=8603,thm1,-1,16,32,8,16,38,10,1,0,0,10239,10240,17,22,37,343,30720,112678,737280,13,1,2.877,modellprobe
kwahl,random n=16 m=32 s=8603,thm1,-1,16,32,8,16,38,10,1,0,0,30,10240,17,22,37,371,30720,443,737280,13,1,2.896,quadratisch
kwahl,triangulierung n=16 s=8604,thm1,-1,16,42,11,16,42,11,0,0,0,11264,11264,18,25,25,320,33792,146472,811008,15,1,3.146,papier
kwahl,triangulierung n=16 s=8604,thm1,-1,16,42,11,16,42,11,0,0,0,9,11264,18,25,25,440,33792,271,811008,15,1,3.009,minimal
kwahl,triangulierung n=16 s=8604,thm1,-1,16,42,11,16,42,11,0,0,0,11263,11264,18,25,25,320,33792,146459,811008,15,1,2.957,modellprobe
kwahl,triangulierung n=16 s=8604,thm1,-1,16,42,11,16,42,11,0,0,0,22,11264,18,25,25,344,33792,395,811008,15,1,2.986,quadratisch
kwahl,random n=16 m=32 s=8604,thm1,-1,16,32,10,16,34,10,1,0,0,10240,10240,12,22,46,364,30720,122932,737280,14,1,3.090,papier
kwahl,random n=16 m=32 s=8604,thm1,-1,16,32,10,16,34,10,1,0,0,8,10240,12,22,46,364,30720,148,737280,14,1,2.887,minimal
kwahl,random n=16 m=32 s=8604,thm1,-1,16,32,10,16,34,10,1,0,0,10239,10240,12,22,46,364,30720,122920,737280,14,1,2.860,modellprobe
kwahl,random n=16 m=32 s=8604,thm1,-1,16,32,10,16,34,10,1,0,0,26,10240,12,22,46,364,30720,364,737280,14,1,2.898,quadratisch
kwahl,triangulierung n=32 s=10200,thm1,-1,32,90,22,32,90,22,0,0,0,90112,90112,36,58,58,1539,270336,2613329,12976128,31,1,19.710,papier
kwahl,triangulierung n=32 s=10200,thm1,-1,32,90,22,32,90,22,0,0,0,20,90112,36,58,58,1577,270336,723,12976128,31,1,19.436,minimal
kwahl,triangulierung n=32 s=10200,thm1,-1,32,90,22,32,90,22,0,0,0,90111,90112,36,58,58,1539,270336,2613300,12976128,31,1,19.445,modellprobe
kwahl,triangulierung n=32 s=10200,thm1,-1,32,90,22,32,90,22,0,0,0,49,90112,36,58,58,1539,270336,1502,12976128,31,1,19.669,quadratisch
kwahl,random n=32 m=64 s=10200,thm1,-1,32,64,14,32,73,14,1,0,0,57344,57344,20,34,64,1012,172032,1548380,8257536,29,1,17.015,papier
kwahl,random n=32 m=64 s=10200,thm1,-1,32,64,14,32,73,14,1,0,0,12,57344,20,34,64,1155,172032,501,8257536,29,1,17.058,minimal
kwahl,random n=32 m=64 s=10200,thm1,-1,32,64,14,32,73,14,1,0,0,57343,57344,20,34,64,1012,172032,1548353,8257536,29,1,17.219,modellprobe
kwahl,random n=32 m=64 s=10200,thm1,-1,32,64,14,32,73,14,1,0,0,36,57344,20,34,64,1034,172032,1102,8257536,29,1,17.178,quadratisch
kwahl,triangulierung n=32 s=10201,thm1,-1,32,90,19,32,90,19,0,0,0,77824,77824,29,49,49,1296,233472,2256977,11206656,31,1,19.737,papier
kwahl,triangulierung n=32 s=10201,thm1,-1,32,90,19,32,90,19,0,0,0,17,77824,29,49,49,1488,233472,841,11206656,31,1,19.697,minimal
kwahl,triangulierung n=32 s=10201,thm1,-1,32,90,19,32,90,19,0,0,0,77823,77824,29,49,49,1296,233472,2256948,11206656,31,1,19.925,modellprobe
kwahl,triangulierung n=32 s=10201,thm1,-1,32,90,19,32,90,19,0,0,0,39,77824,29,49,49,1360,233472,1450,11206656,31,1,19.724,quadratisch
kwahl,random n=32 m=64 s=10201,thm1,-1,32,64,13,32,75,13,1,0,0,53248,53248,20,31,60,620,159744,1384510,7667712,28,1,18.344,papier
kwahl,random n=32 m=64 s=10201,thm1,-1,32,64,13,32,75,13,1,0,0,11,53248,20,31,60,700,159744,422,7667712,28,1,18.342,minimal
kwahl,random n=32 m=64 s=10201,thm1,-1,32,64,13,32,75,13,1,0,0,53247,53248,20,31,60,620,159744,1384484,7667712,28,1,18.043,modellprobe
kwahl,random n=32 m=64 s=10201,thm1,-1,32,64,13,32,75,13,1,0,0,22,53248,20,31,60,660,159744,704,7667712,28,1,18.333,quadratisch
kwahl,triangulierung n=32 s=10202,thm1,-1,32,90,17,32,90,17,0,0,0,69632,69632,35,43,43,1596,208896,2019442,10027008,31,1,19.955,papier
kwahl,triangulierung n=32 s=10202,thm1,-1,32,90,17,32,90,17,0,0,0,15,69632,35,43,43,1946,208896,844,10027008,31,1,20.117,minimal
kwahl,triangulierung n=32 s=10202,thm1,-1,32,90,17,32,90,17,0,0,0,69631,69632,35,43,43,1596,208896,2019413,10027008,31,1,20.109,modellprobe
kwahl,triangulierung n=32 s=10202,thm1,-1,32,90,17,32,90,17,0,0,0,53,69632,35,43,43,1666,208896,1868,10027008,31,1,19.828,quadratisch
kwahl,random n=32 m=64 s=10202,thm1,-1,32,64,13,32,78,13,1,0,0,53248,53248,25,31,60,1110,159744,1384559,7667712,28,1,19.880,papier
kwahl,random n=32 m=64 s=10202,thm1,-1,32,64,13,32,78,13,1,0,0,11,53248,25,31,60,1420,159744,615,7667712,28,1,19.749,minimal
kwahl,random n=32 m=64 s=10202,thm1,-1,32,64,13,32,78,13,1,0,0,53247,53248,25,31,60,1110,159744,1384533,7667712,28,1,19.978,modellprobe
kwahl,random n=32 m=64 s=10202,thm1,-1,32,64,13,32,78,13,1,0,0,42,53248,25,31,60,1170,159744,1377,7667712,28,1,19.710,quadratisch
kwahl,triangulierung n=32 s=10203,thm1,-1,32,90,18,32,90,18,0,0,0,73728,73728,37,46,46,1590,221184,2138218,10616832,31,1,20.037,papier
kwahl,triangulierung n=32 s=10203,thm1,-1,32,90,18,32,90,18,0,0,0,16,73728,37,46,46,2010,221184,1110,10616832,31,1,20.011,minimal
kwahl,triangulierung n=32 s=10203,thm1,-1,32,90,18,32,90,18,0,0,0,73727,73728,37,46,46,1590,221184,2138189,10616832,31,1,19.764,modellprobe
kwahl,triangulierung n=32 s=10203,thm1,-1,32,90,18,32,90,18,0,0,0,47,73728,37,46,46,1695,221184,1946,10616832,31,1,20.055,quadratisch
kwahl,random n=32 m=64 s=10203,thm1,-1,32,64,14,32,75,14,1,0,0,57344,57344,23,34,64,836,172032,1318988,8257536,25,1,17.562,papier
kwahl,random n=32 m=64 s=10203,thm1,-1,32,64,14,32,75,14,1,0,0,12,57344,23,34,64,946,172032,482,8257536,25,1,17.585,minimal
kwahl,random n=32 m=64 s=10203,thm1,-1,32,64,14,32,75,14,1,0,0,57343,57344,23,34,64,836,172032,1318965,8257536,25,1,17.734,modellprobe
kwahl,random n=32 m=64 s=10203,thm1,-1,32,64,14,32,75,14,1,0,0,32,57344,23,34,64,869,172032,943,8257536,25,1,17.541,quadratisch
kwahl,triangulierung n=32 s=10204,thm1,-1,32,90,15,32,90,15,0,0,0,61440,61440,28,37,37,1092,184320,1781851,8847360,31,1,19.290,papier
kwahl,triangulierung n=32 s=10204,thm1,-1,32,90,15,32,90,15,0,0,0,13,61440,28,37,37,1212,184320,699,8847360,31,1,19.291,minimal
kwahl,triangulierung n=32 s=10204,thm1,-1,32,90,15,32,90,15,0,0,0,61439,61440,28,37,37,1092,184320,1781822,8847360,31,1,19.419,modellprobe
kwahl,triangulierung n=32 s=10204,thm1,-1,32,90,15,32,90,15,0,0,0,31,61440,28,37,37,1092,184320,1145,8847360,31,1,19.139,quadratisch
kwahl,random n=32 m=64 s=10204,thm1,-1,32,64,10,32,77,11,1,0,0,45056,45056,21,25,46,688,135168,1126486,6488064,27,1,17.890,papier
kwahl,random n=32 m=64 s=10204,thm1,-1,32,64,10,32,77,11,1,0,0,9,45056,21,25,46,880,135168,479,6488064,27,1,17.799,minimal
kwahl,random n=32 m=64 s=10204,thm1,-1,32,64,10,32,77,11,1,0,0,45055,45056,21,25,46,688,135168,1126461,6488064,27,1,17.686,modellprobe
kwahl,random n=32 m=64 s=10204,thm1,-1,32,64,10,32,77,11,1,0,0,25,45056,21,25,46,728,135168,816,6488064,27,1,17.978,quadratisch
kwahl,triangulierung n=64 s=13400,thm1,-1,64,186,31,64,186,31,0,0,0,507904,507904,51,85,85,5712,1523712,30982348,146276352,63,1,145.011,papier
kwahl,triangulierung n=64 s=13400,thm1,-1,64,186,31,64,186,31,0,0,0,29,507904,51,85,85,6328,1523712,2749,146276352,63,1,145.057,minimal
kwahl,triangulierung n=64 s=13400,thm1,-1,64,186,31,64,186,31,0,0,0,507903,507904,51,85,85,5712,1523712,30982287,146276352,63,1,145.398,modellprobe
kwahl,triangulierung n=64 s=13400,thm1,-1,64,186,31,64,186,31,0,0,0,88,507904,51,85,85,5852,1523712,6193,146276352,63,1,145.351,quadratisch
kwahl,random n=64 m=128 s=13400,thm1,-1,64,128,20,64,153,21,1,0,0,344064,344064,33,55,91,8388,1032192,18923986,99090432,57,1,131.383,papier
kwahl,random n=64 m=128 s=13400,thm1,-1,64,128,20,64,153,21,1,0,0,19,344064,33,55,91,12114,1032192,3257,99090432,57,1,131.613,minimal
kwahl,random n=64 m=128 s=13400,thm1,-1,64,128,20,64,153,21,1,0,0,344063,344064,33,55,91,8388,1032192,18923931,99090432,57,1,132.111,modellprobe
kwahl,random n=64 m=128 s=13400,thm1,-1,64,128,20,64,153,21,1,0,0,180,344064,33,55,91,8766,1032192,11827,99090432,57,1,131.541,quadratisch
kwahl,triangulierung n=64 s=13401,thm1,-1,64,186,23,64,186,23,0,0,0,376832,376832,39,61,61,7380,1130496,22987121,108527616,63,1,147.706,papier
kwahl,triangulierung n=64 s=13401,thm1,-1,64,186,23,64,186,23,0,0,0,21,376832,39,61,61,13140,1130496,5634,108527616,63,1,148.228,minimal
kwahl,triangulierung n=64 s=13401,thm1,-1,64,186,23,64,186,23,0,0,0,376831,376832,39,61,61,7380,1130496,22987060,108527616,63,1,148.009,modellprobe
